timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-04T11:29:44,codecarbon,d1b61c02-b965-4925-b9cb-88735c38bbd0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.4836118750099558,9.901300799439816e-07,6.673781038166315e-07,5.0,0.0,6.0,2.0598620374989373e-06,0,2.4709113200030213e-06,4.530773357501958e-06,United States,USA,district of columbia,,,macOS-15.1.1-arm64-arm-64bit,3.12.7,2.8.1,8,Apple M1 Pro,,,-77.036,38.9208,16.0,machine,N,1.0
2024-12-04T21:44:50,codecarbon,1cbf137c-c63e-4b55-a9e9-0530285b9d92,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6577999160072068,1.8686184268082343e-06,1.1271676447594361e-06,5.0,0.0,6.0,2.3013928236145555e-06,0,2.760770276678765e-06,5.06216310029332e-06,United States,USA,virginia,,,macOS-15.1.1-arm64-arm-64bit,3.12.7,2.8.1,8,Apple M1 Pro,,,-77.1,38.8574,16.0,machine,N,1.0
